Chứng từ,Ngày tạo,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Kho,Đơn vị tính (1),SL 1,Đơn vị tính (2),SL 2,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Phân xưởng,Bộ phận,Đơn hàng/Hợp đồng bán,Lệnh sản xuất,Công đoạn,Trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,1624.01,Kg,1624.01,27299.47,44334616,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2401-0013,LSX03/24-006,SOI,,SOI-GL4-4,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,2297.3,Kg,2297.3,27299.47,62715078,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2312-0047,LSX12/23-055,SOI,,SOI-RC3,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,228.29,Kg,228.29,27299.47,6232197,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2402-0036,LSX03/24-028,SOI,,SOI-DTD-05,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,1421.15,Kg,1421.15,27299.47,38796645,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2312-0016,LSX03/24-066,SOI,,SOI-PR26-MI02,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,1218.01,Kg,1218.01,27299.47,33251030,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2401-0013,LSX03/24-006,SOI,,SOI-GL4-4,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,3248.16,Kg,3248.16,27299.47,88673054,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2401-0054,LSX01/24-069,SOI,,SOI-SW5,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,88.66,KG,88.66,6800,602888,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2401-0046,LSX03/24-030,SOI,,SOI-PRVA-02MI-01,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,811.99,KG,811.99,6800,5521532,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2401-0013,LSX03/24-006,SOI,,SOI-GL4-4,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,761.25,KG,761.25,6800,5176500,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2403-0023,LSX03/24-050,SOI,,SOI-HV4,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,1531.53,KG,1531.53,6800,10414404,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2312-0047,LSX12/23-055,SOI,,SOI-RC3,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,152.19,KG,152.19,6800,1034892,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2402-0036,LSX03/24-028,SOI,,SOI-DTD-05,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,101.5,KG,101.5,6800,690200,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2312-0016,LSX03/24-066,SOI,,SOI-PR26-MI02,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,608.99,KG,608.99,6800,4141132,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2401-0013,LSX03/24-006,SOI,,SOI-GL4-4,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,1623.84,KG,1623.84,6800,11042112,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2401-0054,LSX01/24-069,SOI,,SOI-SW5,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,46.15,KG,46.15,6800,313820,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2403-0023,LSX03/24-050,SOI,,SOI-HV4,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-TAYOP10,Hạt tẩy trắng quang học OP10 (Đại Á),KNL001,KG,0.17,KG,0.17,91000,15470,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2402-0036,LSX03/24-028,SOI,,SOI-DTD-05,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-UV-EMH793,Hạt UV EMH793.,KNL001,KG,50.77,KG,50.77,79423.72,4032342,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2403-0023,LSX03/24-050,SOI,,SOI-HV4,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,HAT-UV-EMH793,Hạt UV EMH793.,KNL001,KG,3.06,KG,3.06,79423.72,243037,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2403-0023,LSX03/24-050,SOI,,SOI-HV4,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,SUI-TRANG,Sủi trắng,KNL001,KG,812.18,KG,812.18,4177.82,3393146,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2312-0047,LSX12/23-055,SOI,,SOI-RC3,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,SUI-TRANG,Sủi trắng,KNL001,KG,40.58,KG,40.58,4177.82,169536,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2402-0036,LSX03/24-028,SOI,,SOI-DTD-05,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,SUI-VANG,Sủi vàng,KNL001,KG,283.81,KG,283.81,10490,2977167,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2401-0046,LSX03/24-030,SOI,,SOI-PRVA-02MI-01,,2211
PX,4/1/2024,PX04/24-0008,Yêu cầu xuất NL Sợi X01 ca ngày 01/04/2024 & YCX  NL Sợi X01 ca đêm 01/04/2024-ngày 02/04-2024,SUI-VANG,Sủi vàng,KNL001,KG,406.04,KG,406.04,10490,4259360,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2312-0016,LSX03/24-066,SOI,,SOI-PR26-MI02,,2211
PX,4/1/2024,PX04/24-0009,Yêu cầu xuất NL Sợi X07 ca ngày 01/04/2024 & YCX NL Sợi X07 ca đêm 01/04/2024-ngày 02/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,3244.1,Kg,3244.1,27299.47,88562218,62112,1521,CTY00001,,Phân xưởng 7,,SO2402-0007,LSX03/24-049,SOI,,SOI-MA3-1,,2211
PX,4/1/2024,PX04/24-0009,Yêu cầu xuất NL Sợi X07 ca ngày 01/04/2024 & YCX NL Sợi X07 ca đêm 01/04/2024-ngày 02/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,3045,Kg,3045,27299.47,83126893,62112,1521,CTY00001,,Phân xưởng 7,,SO2403-0064,LSX03/24-064,SOI,,SOI-MTD-01,,2211
PX,4/1/2024,PX04/24-0009,Yêu cầu xuất NL Sợi X07 ca ngày 01/04/2024 & YCX NL Sợi X07 ca đêm 01/04/2024-ngày 02/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,3197.25,Kg,3197.25,27299.47,87283238,62112,1521,CTY00001,,Phân xưởng 7,,SO2402-0046,LSX03/24-062,SOI,,SOI-MS01,,2211
PX,4/1/2024,PX04/24-0009,Yêu cầu xuất NL Sợi X07 ca ngày 01/04/2024 & YCX NL Sợi X07 ca đêm 01/04/2024-ngày 02/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,6488.19,Kg,6488.19,27299.47,177124163,62112,1521,CTY00001,,Phân xưởng 7,,SO2402-0007,LSX03/24-049,SOI,,SOI-MA3-1,,2211
PX,4/1/2024,PX04/24-0009,Yêu cầu xuất NL Sợi X07 ca ngày 01/04/2024 & YCX NL Sợi X07 ca đêm 01/04/2024-ngày 02/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,368.3,Kg,368.3,27299.47,10054396,62112,1521,CTY00001,,Phân xưởng 7,,SO2401-0030,LSX03/24-014,SOI,,SOI-MTD-01,,2211
PX,4/1/2024,PX04/24-0009,Yêu cầu xuất NL Sợi X07 ca ngày 01/04/2024 & YCX NL Sợi X07 ca đêm 01/04/2024-ngày 02/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,2372.25,Kg,2372.25,27299.47,64761173,62112,1521,CTY00001,,Phân xưởng 7,,SO2403-0064,LSX03/24-064,SOI,,SOI-MTD-01,,2211
PX,4/1/2024,PX04/24-0009,Yêu cầu xuất NL Sợi X07 ca ngày 01/04/2024 & YCX NL Sợi X07 ca đêm 01/04/2024-ngày 02/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,3.9,KG,3.9,6800,26520,62112,1521,CTY00001,,Phân xưởng 7,,SO2402-0007,LSX03/24-049,SOI,,SOI-MA3-1,,2211
PX,4/1/2024,PX04/24-0009,Yêu cầu xuất NL Sợi X07 ca ngày 01/04/2024 & YCX NL Sợi X07 ca đêm 01/04/2024-ngày 02/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,1015,KG,1015,6800,6902000,62112,1521,CTY00001,,Phân xưởng 7,,SO2403-0064,LSX03/24-064,SOI,,SOI-MTD-01,,2211
PX,4/1/2024,PX04/24-0009,Yêu cầu xuất NL Sợi X07 ca ngày 01/04/2024 & YCX NL Sợi X07 ca đêm 01/04/2024-ngày 02/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,1370.25,KG,1370.25,6800,9317700,62112,1521,CTY00001,,Phân xưởng 7,,SO2402-0046,LSX03/24-062,SOI,,SOI-MS01,,2211
PX,4/1/2024,PX04/24-0009,Yêu cầu xuất NL Sợi X07 ca ngày 01/04/2024 & YCX NL Sợi X07 ca đêm 01/04/2024-ngày 02/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,7.81,KG,7.81,6800,53108,62112,1521,CTY00001,,Phân xưởng 7,,SO2402-0007,LSX03/24-049,SOI,,SOI-MA3-1,,2211
PX,4/1/2024,PX04/24-0009,Yêu cầu xuất NL Sợi X07 ca ngày 01/04/2024 & YCX NL Sợi X07 ca đêm 01/04/2024-ngày 02/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,122.7,KG,122.7,6800,834360,62112,1521,CTY00001,,Phân xưởng 7,,SO2401-0030,LSX03/24-014,SOI,,SOI-MTD-01,,2211
PX,4/1/2024,PX04/24-0009,Yêu cầu xuất NL Sợi X07 ca ngày 01/04/2024 & YCX NL Sợi X07 ca đêm 01/04/2024-ngày 02/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,790.75,KG,790.75,6800,5377100,62112,1521,CTY00001,,Phân xưởng 7,,SO2403-0064,LSX03/24-064,SOI,,SOI-MTD-01,,2211
PX,4/1/2024,PX04/24-0011,Xuất Vật Tư Sữa Chữa,0907100310000000,Motor 220V - 2100W,KVTSC001,CAI,1,CAI,1,0,0,1388,1524,NCC010087,,Phòng kỹ thuật,,,,,,,,2262
PX,4/1/2024,PX04/24-0011,Xuất Vật Tư Sữa Chữa,0907100330000000,Motor 380V - 3P - 3Kw.,KVTSC001,CAI,1,CAI,1,0,0,1388,1524,NCC010087,,Phòng kỹ thuật,,,,,,,,2262
PX,4/1/2024,PX04/24-0014,Yêu cầu xuất NL Dệt ngày 01/04/2024,SOI-CO1-1,"Sợi PP, trắng đục, 650D, 2.60mm.",KSO001,KG,334,KG,334,13743.49,4590326,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0050,LSX03/24-052,VAICUON,,THACADEL510105110065TRDU,,2213
PX,4/1/2024,PX04/24-0014,Yêu cầu xuất NL Dệt ngày 01/04/2024,SOI-GL16-4,"Sợi PP, trắng đục, 850D, 2.91mm. [22.7TC] [No Recycled]",KSO001,KG,717.1,KG,717.1,24522.58,17585144,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0010,LSX03/24-039,VAICUON,,THACUHAL595085080778TRDU,,2213
PX,4/1/2024,PX04/24-0014,Yêu cầu xuất NL Dệt ngày 01/04/2024,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",KSO001,KG,1500,KG,1500,24903.24,37354856,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0007,LSX03/24-049,VAICUON,,THACUHAL595085080778TRTR,,2213
PX,4/1/2024,PX04/24-0014,Yêu cầu xuất NL Dệt ngày 01/04/2024,SOI-MS01,"Sợi  denier 840 bản chỉ 2.55 mm, trắng đục",KSO001,KG,74.7,KG,74.7,21739.75,1623959,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0046,LSX03/24-062,VAICUON,,0102125027000000,,2213
PX,4/1/2024,PX04/24-0014,Yêu cầu xuất NL Dệt ngày 01/04/2024,SOI-MTD-01,"Sợi PP, trắng đục, 760D, 2.47mm.",KSO001,KG,1050,KG,1050,22290.42,23404940,62114,15512,CTY00001,,Xưởng dệt,,SO2305-0022,LSX06/23-023,VAICUON,,THACUASU109100100076TRDU,,2213
PX,4/1/2024,PX04/24-0014,Yêu cầu xuất NL Dệt ngày 01/04/2024,SOI-MTD-01,"Sợi PP, trắng đục, 760D, 2.47mm.",KSO001,KG,1325,KG,1325,22290.42,29534805,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0064,LSX03/24-064,VAICUON,,THACUASU124100100087TRDU,,2213
PX,4/1/2024,PX04/24-0014,Yêu cầu xuất NL Dệt ngày 01/04/2024,SOI-MTD-02-1,"Sợi PP, trắng đục, 700D, 2.91mm. [13.3%]",KSO001,KG,2940,KG,2940,16683.86,49050536,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0037,LSX02/24-031,VAICUON,,THACUTLA107080080057TRDU,,2213
PX,4/1/2024,PX04/24-0014,Yêu cầu xuất NL Dệt ngày 01/04/2024,SOI-PR23-MI02,"Sợi PP, 3.3mm, 710D, xanh dương. [EMH7016+MF4X/MF5X+20.5%Sủi xanh dương]",KSO001,KG,142,KG,142,24369.83,3460516,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0016,LSX03/24-066,VAICUON,,THACAPER450085080495PR46,,2213
PX,4/1/2024,PX04/24-0014,Yêu cầu xuất NL Dệt ngày 01/04/2024,SOI-PR25-MI02,"Sợi PP, 3.3mm, 710D, màu đỏ. [EMH4022 + MF4X/MF5X+20.5%Sủi đỏ]",KSO001,KG,121.53,KG,121.53,23812.2,2893896,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0016,LSX03/24-066,VAICUON,,THACAPER450085080495PR47,,2213
PX,4/1/2024,PX04/24-0014,Yêu cầu xuất NL Dệt ngày 01/04/2024,SOI-PR26-MI02,"Sợi PP, 3.3mm, 710D, màu vàng. [EMH2014 + MF4X/MF5X+20.5Sủi vàng]",KSO001,KG,246.53,KG,246.53,31910.19,7866820,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0016,LSX03/24-066,VAICUON,,THACAPER450085080495PR48,,2213
PX,4/1/2024,PX04/24-0014,Yêu cầu xuất NL Dệt ngày 01/04/2024,SOI-SMY1,"Sợi PP denier 940D, bản chỉ 2.91mm (KH Sanmiguel)",KSO001,KG,1200,KG,1200,24224.84,29069814,62114,15512,CTY00001,,Xưởng dệt,,SO2307-0006,LSX02/24-015,VAICUON,,0102129002000000,,2213
PX,4/1/2024,PX04/24-0014,Yêu cầu xuất NL Dệt ngày 01/04/2024,SOI-SP31,"Sợi PP màu trắng đục, 880D, 2.55mm",KSO001,KG,448.2,KG,448.2,17531.43,7857589,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0008,LSX03/24-058,VAICUON,,THACAPRE500102112084TRDU,,2213
PX,4/1/2024,PX04/24-0014,Yêu cầu xuất NL Dệt ngày 01/04/2024,SOI-TM15,"Sợi PP, trắng đục, 600D, 2.60mm, 2.60kgF, 20%.",KSO001,KG,809.3,KG,809.3,20858.07,16880438,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0042,LSX03/24-007,VAICUON,,THACAMOL530100110063TRDU,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",KSO001,KG,71.5,KG,71.5,13075.79,934919,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0033,LSX02/24-023,VAICUON,,0102107006000000,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-GL15,"Sợi PP, trắng đục, 920D, 2.25mm. [33.3TC] [Recycled]",KSO001,KG,272.4,KG,272.4,20440.61,5568023,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0028,LSX02/24-030,VAICUON,,0102109009000000,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-HV12-2,"Sợi PP, trắng đục, 800D, 2.91mm. [22.7%]",KSO001,KG,664.2,KG,664.2,18762.06,12461759,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0010,LSX03/24-039,VAICUON,,THACUAPE520085080063TRDU,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-JB5-2,"Sợi PP, trắng UV, 950D, 2.20mm. [1.5UV MU001D + taical hanotech]",KSO001,KG,220.8,KG,220.8,17762.38,3921933,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0009,LSX03/24-017,VAICUON,,THACAUNP176120122528TRDU,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-JB5-2,"Sợi PP, trắng UV, 950D, 2.20mm. [1.5UV MU001D + taical hanotech]",KSO001,KG,304.3,KG,304.3,17762.38,5405092,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0009,LSX03/24-017,VAICUON,,THACAUNP176120122528TRDU,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-KC15,"Sợi PP, trắng tẩy, 1110D, 2.35mm. [Không sủi, dùng hạt tẩy OP10]",KSO001,KG,890.9,KG,890.9,19041.56,16964129,62114,15512,CTY00001,,Xưởng dệt,,SO2311-0037,LSX12/23-003,VAICUON,,THACAKCP600102102128TRTA,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-KC15,"Sợi PP, trắng tẩy, 1110D, 2.35mm. [Không sủi, dùng hạt tẩy OP10]",KSO001,KG,397.6,KG,397.6,19041.56,7570926,62114,15512,CTY00001,,Xưởng dệt,,SO2311-0037,LSX12/23-003,VAICUON,,THACAKCP600102102128TRTA,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",KSO001,KG,106.7,KG,106.7,24903.24,2657175,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0002,LSX03/24-025,VAICUON,,THACUHAL595085080778TRTR,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",KSO001,KG,800.8,KG,800.8,24903.24,19942512,62114,15512,CTY00001,,Xưởng dệt,,SO2401-0024,LSX01/24-071,VAICUON,,THACUHAL595085080778TRTR,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",KSO001,KG,1337.2,KG,1337.2,24903.24,33300609,62114,15512,CTY00001,,Xưởng dệt,,SO2401-0012,LSX01/24-048,VAICUON,,THACUHAL595085080778TRTR,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-MK13-1,"Sợi PP, trắng tẩy, 830D, 2.6mm (cũ 2.50mm).(dùng hạt tẩy)",KSO001,KG,470.7,KG,470.7,17864.48,8408809,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0021,LSX03/24-022,VAICUON,,THACAMEK073100110117TRDU,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-MK13-1,"Sợi PP, trắng tẩy, 830D, 2.6mm (cũ 2.50mm).(dùng hạt tẩy)",KSO001,KG,447,KG,447,17864.48,7985421,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0021,LSX03/24-022,VAICUON,,THACAMEK073100110117TRDU,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-MK13-1,"Sợi PP, trắng tẩy, 830D, 2.6mm (cũ 2.50mm).(dùng hạt tẩy)",KSO001,KG,59.54,KG,59.54,17864.48,1063651,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0021,LSX03/24-022,VAICUON,,THACAMEK073100110117TRDU,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-MTD-01,"Sợi PP, trắng đục, 760D, 2.47mm.",KSO001,KG,112.4,KG,112.4,22290.42,2505443,62114,15512,CTY00001,,Xưởng dệt,,SO2307-0007,LSX07/23-010,VAICUON,,THACUASU124100100087TRDU,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-MTD-01,"Sợi PP, trắng đục, 760D, 2.47mm.",KSO001,KG,129.43,KG,129.43,22290.42,2885049,62114,15512,CTY00001,,Xưởng dệt,,SO2307-0007,LSX07/23-010,VAICUON,,THACUASU124100100087TRDU,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-MTD-01,"Sợi PP, trắng đục, 760D, 2.47mm.",KSO001,KG,1050,KG,1050,22290.42,23404940,62114,15512,CTY00001,,Xưởng dệt,,SO2305-0022,LSX06/23-023,VAICUON,,THACUASU109100100076TRDU,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-PR25-MI02,"Sợi PP, 3.3mm, 710D, màu đỏ. [EMH4022 + MF4X/MF5X+20.5%Sủi đỏ]",KSO001,KG,132.4,KG,132.4,23812.2,3152735,62114,15512,CTY00001,,Xưởng dệt,,SO2401-0046,LSX03/24-030,VAICUON,,THACAPER450085080495PR47,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-PRE1,"Sợi PP, trắng đục, 820D, 2.55mm.",KSO001,KG,805.9,KG,805.9,16080.12,12958965,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0010,LSX02/24-027,VAICUON,,THACAPRE710110110110TR50,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-PRE1,"Sợi PP, trắng đục, 820D, 2.55mm.",KSO001,KG,72.6,KG,72.6,16080.12,1167416,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0010,LSX02/24-027,VAICUON,,THACAPRE710110110110TR50,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-RC3,"Sợi PP màu trắng đục, 940D, 2.50mm, 3.38KgF, 18%, long đền 5.5mm.",KSO001,KG,93.6,KG,93.6,17756.66,1662023,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0047,LSX12/23-055,VAICUON,,THACAMFM485100120915TRDU,,2213
PX,4/1/2024,PX04/24-0015,LẤY YCXK CỦ XUẤT NGÀY 01/04/2024,SOI-RC3,"Sợi PP màu trắng đục, 940D, 2.50mm, 3.38KgF, 18%, long đền 5.5mm.",KSO001,KG,425,KG,425,17756.66,7546580,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0047,LSX12/23-055,VAICUON,,THACAMFM485100120915TRDU,,2213
