Chứng từ,Ngày tạo,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Kho,Đơn vị tính (1),SL 1,Đơn vị tính (2),SL 2,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Bộ phận,Đơn hàng/Hợp đồng mua,Lệnh sản xuất,Công việc,Công đoạn,Mã trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX12/24-020,Công đoạn dệt,VAICUON,,0102125059000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,7000,21000,1527,15414,CTY00001,,,,LSX12/24-020,Công đoạn dệt,VAICUON,,0102125059000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX01/25-017,Công đoạn dệt,VAICUON,,0102109008000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,7000,14000,1527,15414,CTY00001,,,,LSX01/25-017,Công đoạn dệt,VAICUON,,0102109008000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.6,KG,1.6,7000,11200,1527,15414,CTY00001,,,,LSX12/24-035,Công đoạn dệt,VAICUON,,TPH055090G158TDLU.LT1102,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,7000,14000,1527,15414,CTY00001,,,,LSX12/24-030,Công đoạn dệt,VAICUON,,TPH050076TDSAR.BLHOCK,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,5.5,KG,5.5,7000,38500,1527,15414,CTY00001,,,,LSX12/24-030,Công đoạn dệt,VAICUON,,TPH050076TDSAR.BLHOCK,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.8,KG,1.8,7000,12600,1527,15414,CTY00001,,,,LSX12/24-063,Công đoạn dệt,VAICUON,,TPH060096G180TTKCP.TONG,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,7000,14000,1527,15414,CTY00001,,,,LSX12/24-063,Công đoạn dệt,VAICUON,,TPH060096G180TTKCP.TONG,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.8,KG,1.8,7000,12600,1527,15414,CTY00001,,,,LSX12/24-045,Công đoạn dệt,VAICUON,,0102125017000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2.6,KG,2.6,7000,18200,1527,15414,CTY00001,,,,LSX12/24-046,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,5,KG,5,7000,35000,1527,15414,CTY00001,,,,LSX12/24-046,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX12/24-045,Công đoạn dệt,VAICUON,,0102125017000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2.8,KG,2.8,7000,19600,1527,15414,CTY00001,,,,LSX12/24-045,Công đoạn dệt,VAICUON,,0102125017000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2.4,KG,2.4,7000,16800,1527,15414,CTY00001,,,,LSX12/24-045,Công đoạn dệt,VAICUON,,0102125017000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,0.5,KG,0.5,7000,3500,1527,15414,CTY00001,,,,LSX12/24-069,Công đoạn dệt,VAICUON,,TPH055090G108TDLU.XXX,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.5,KG,1.5,7000,10500,1527,15414,CTY00001,,,,LSX12/24-069,Công đoạn dệt,VAICUON,,TPH055090G108TDLU.XXX,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.6,KG,1.6,7000,11200,1527,15414,CTY00001,,,,LSX12/24-069,Công đoạn dệt,VAICUON,,TPH055090G108TDLU.XXX,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,5,KG,5,7000,35000,1527,15414,CTY00001,,,,LSX12/24-069,Công đoạn dệt,VAICUON,,TPH055090G108TDLU.XXX,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX12/24-077,Công đoạn dệt,VAICUON,,01JBO-TU001-06-0001,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,5,KG,5,7000,35000,1527,15414,CTY00001,,,,LSX12/24-077,Công đoạn dệt,VAICUON,,01JBO-TU001-06-0001,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2.5,KG,2.5,7000,17500,1527,15414,CTY00001,,,,LSX12/24-062,Công đoạn dệt,VAICUON,,THADGTAU127080080078TRDU,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,6,KG,6,7000,42000,1527,15414,CTY00001,,,,LSX12/24-062,Công đoạn dệt,VAICUON,,THADGTAU127080080078TRDU,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.5,KG,1.5,7000,10500,1527,15414,CTY00001,,,,LSX01/25-009,Công đoạn dệt,VAICUON,,THADGTAU127080080078TRDU,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3.5,KG,3.5,7000,24500,1527,15414,CTY00001,,,,LSX01/25-009,Công đoạn dệt,VAICUON,,THADGTAU127080080078TRDU,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,7000,21000,1527,15414,CTY00001,,,,LSX01/25-009,Công đoạn dệt,VAICUON,,THADGTAU127080080078TRDU,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,9,KG,9,7000,63000,1527,15414,CTY00001,,,,LSX01/25-009,Công đoạn dệt,VAICUON,,THADGTAU127080080078TRDU,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,7000,14000,1527,15414,CTY00001,,,,LSX01/25-009,Công đoạn dệt,VAICUON,,THADGTAU127080080078TRDU,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4.4,KG,4.4,7000,30800,1527,15414,CTY00001,,,,LSX01/25-009,Công đoạn dệt,VAICUON,,THADGTAU127080080078TRDU,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX01/25-017,Công đoạn dệt,VAICUON,,0102109008000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4.2,KG,4.2,7000,29400,1527,15414,CTY00001,,,,LSX01/25-017,Công đoạn dệt,VAICUON,,0102109008000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,7000,14000,1527,15414,CTY00001,,,,LSX12/24-046,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3.6,KG,3.6,7000,25200,1527,15414,CTY00001,,,,LSX12/24-046,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.4,KG,1.4,7000,9800,1527,15414,CTY00001,,,,LSX12/24-081,Công đoạn dệt,VAICUON,,0102125009000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4.2,KG,4.2,7000,29400,1527,15414,CTY00001,,,,LSX12/24-081,Công đoạn dệt,VAICUON,,0102125009000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,7000,14000,1527,15414,CTY00001,,,,LSX01/25-017,Công đoạn dệt,VAICUON,,0102109008000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,7000,21000,1527,15414,CTY00001,,,,LSX01/25-017,Công đoạn dệt,VAICUON,,0102109008000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX12/24-079,Công đoạn dệt,VAICUON,,0102125012000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,7000,28000,1527,15414,CTY00001,,,,LSX12/24-079,Công đoạn dệt,VAICUON,,0102125012000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX11/24-061,Công đoạn dệt,VAICUON,,HAPSAN585099TRTR,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,7000,21000,1527,15414,CTY00001,,,,LSX11/24-061,Công đoạn dệt,VAICUON,,HAPSAN585099TRTR,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX12/24-087,Công đoạn dệt,VAICUON,,TPH043065G052CAMSGX.A01,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX09/24-049,Công đoạn dệt,VAICUON,,0102123056000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,7000,14000,1527,15414,CTY00001,,,,LSX09/24-049,Công đoạn dệt,VAICUON,,0102123056000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,7000,14000,1527,15414,CTY00001,,,,LSX12/24-047,Công đoạn dệt,VAICUON,,0119132018001000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.8,KG,1.8,7000,12600,1527,15414,CTY00001,,,,LSX12/24-049,Công đoạn dệt,VAICUON,,01JBO-4P009-01-0000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,7000,21000,1527,15414,CTY00001,,,,LSX12/24-049,Công đoạn dệt,VAICUON,,01JBO-4P009-01-0000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX12/24-059,Công đoạn dệt,VAICUON,,0119132005002000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3.2,KG,3.2,7000,22400,1527,15414,CTY00001,,,,LSX12/24-059,Công đoạn dệt,VAICUON,,0119132005002000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,7000,21000,1527,15414,CTY00001,,,,LSX12/24-059,Công đoạn dệt,VAICUON,,0119132005002000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.4,KG,1.4,7000,9800,1527,15414,CTY00001,,,,LSX12/24-047,Công đoạn dệt,VAICUON,,0119132018001000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,7000,21000,1527,15414,CTY00001,,,,LSX12/24-047,Công đoạn dệt,VAICUON,,0119132018001000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,0.5,KG,0.5,7000,3500,1527,15414,CTY00001,,,,LSX01/25-017,Công đoạn dệt,VAICUON,,0102109008000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,7000,14000,1527,15414,CTY00001,,,,LSX01/25-017,Công đoạn dệt,VAICUON,,0102109008000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX12/24-046,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.5,KG,1.5,7000,10500,1527,15414,CTY00001,,,,LSX12/24-046,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.5,KG,1.5,7000,10500,1527,15414,CTY00001,,,,LSX12/24-086,Công đoạn dệt,VAICUON,,TPH066XXXTDMFM.850D,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,7000,28000,1527,15414,CTY00001,,,,LSX12/24-086,Công đoạn dệt,VAICUON,,TPH066XXXTDMFM.850D,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.5,KG,1.5,7000,10500,1527,15414,CTY00001,,,,LSX01/25-017,Công đoạn dệt,VAICUON,,0102109008000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,7000,14000,1527,15414,CTY00001,,,,LSX01/25-017,Công đoạn dệt,VAICUON,,0102109008000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,0.5,KG,0.5,7000,3500,1527,15414,CTY00001,,,,LSX12/24-079,Công đoạn dệt,VAICUON,,0102125012000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.5,KG,1.5,7000,10500,1527,15414,CTY00001,,,,LSX12/24-079,Công đoạn dệt,VAICUON,,0102125012000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,0.5,KG,0.5,7000,3500,1527,15414,CTY00001,,,,LSX11/24-061,Công đoạn dệt,VAICUON,,HAPSAN585099TRTR,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,7000,14000,1527,15414,CTY00001,,,,LSX11/24-061,Công đoạn dệt,VAICUON,,HAPSAN585099TRTR,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX11/24-061,Công đoạn dệt,VAICUON,,HAPSAN585099TRTR,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX12/24-047,Công đoạn dệt,VAICUON,,0119132018001000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,7000,14000,1527,15414,CTY00001,,,,LSX12/24-047,Công đoạn dệt,VAICUON,,0119132018001000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2.5,KG,2.5,7000,17500,1527,15414,CTY00001,,,,LSX12/24-047,Công đoạn dệt,VAICUON,,0119132018001000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX12/24-059,Công đoạn dệt,VAICUON,,0119132005002000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,7000,21000,1527,15414,CTY00001,,,,LSX12/24-059,Công đoạn dệt,VAICUON,,0119132005002000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2.5,KG,2.5,7000,17500,1527,15414,CTY00001,,,,LSX12/24-059,Công đoạn dệt,VAICUON,,0119132005002000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.5,KG,1.5,7000,10500,1527,15414,CTY00001,,,,LSX12/24-047,Công đoạn dệt,VAICUON,,0119132018001000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,7000,21000,1527,15414,CTY00001,,,,LSX12/24-047,Công đoạn dệt,VAICUON,,0119132018001000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,7000,14000,1527,15414,CTY00001,,,,LSX12/24-063,Công đoạn dệt,VAICUON,,TPH060096G180TTKCP.TONG,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,7000,28000,1527,15414,CTY00001,,,,LSX12/24-063,Công đoạn dệt,VAICUON,,TPH060096G180TTKCP.TONG,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,7000,21000,1527,15414,CTY00001,,,,LSX12/24-063,Công đoạn dệt,VAICUON,,TPH060096G180TTKCP.TONG,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.4,KG,1.4,7000,9800,1527,15414,CTY00001,,,,LSX12/24-063,Công đoạn dệt,VAICUON,,TPH060096G180TTKCP.TONG,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,7000,28000,1527,15414,CTY00001,,,,LSX12/24-063,Công đoạn dệt,VAICUON,,TPH060096G180TTKCP.TONG,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,7000,14000,1527,15414,CTY00001,,,,LSX12/24-064,Công đoạn dệt,VAICUON,,HAPHAL057115TRDU,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,7000,21000,1527,15414,CTY00001,,,,LSX12/24-064,Công đoạn dệt,VAICUON,,HAPHAL057115TRDU,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,7000,14000,1527,15414,CTY00001,,,,LSX12/24-079,Công đoạn dệt,VAICUON,,0102125012000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,7000,28000,1527,15414,CTY00001,,,,LSX12/24-079,Công đoạn dệt,VAICUON,,0102125012000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX12/24-079,Công đoạn dệt,VAICUON,,0102125012000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3.8,KG,3.8,7000,26600,1527,15414,CTY00001,,,,LSX12/24-079,Công đoạn dệt,VAICUON,,0102125012000000,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX12/24-063,Công đoạn dệt,VAICUON,,TPH060096G180TTKCP.TONG,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,6,KG,6,7000,42000,1527,15414,CTY00001,,,,LSX12/24-063,Công đoạn dệt,VAICUON,,TPH060096G180TTKCP.TONG,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,7000,14000,1527,15414,CTY00001,,,,LSX12/24-063,Công đoạn dệt,VAICUON,,TPH060096G180TTKCP.TONG,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,7000,28000,1527,15414,CTY00001,,,,LSX12/24-063,Công đoạn dệt,VAICUON,,TPH060096G180TTKCP.TONG,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX12/24-064,Công đoạn dệt,VAICUON,,HAPHAL057115TRDU,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2.5,KG,2.5,7000,17500,1527,15414,CTY00001,,,,LSX12/24-064,Công đoạn dệt,VAICUON,,HAPHAL057115TRDU,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,7000,7000,1527,15414,CTY00001,,,,LSX12/24-086,Công đoạn dệt,VAICUON,,TPH066XXXTDMFM.850D,,2109B
TP,1/2/2025,TP01/25-001,Nhập báo cáo dệt ngày 02/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,7000,28000,1527,15414,CTY00001,,,,LSX12/24-086,Công đoạn dệt,VAICUON,,TPH066XXXTDMFM.850D,,2109B
